id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified
65	27416945	2016	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_ISI_Model_2_AgeSexBMI.txt	https://www.magicinvestigators.org	MAGIC	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes Mellitus	Insulin sensitivity index (adjusted for age, sex. Bmi)	Insulin sensitivity index	EUR			16753	hg18	2423190	1	0.121	0.0299	4.046822742			1.0046	1.0238	0.9841	Discovery phase.	2017-02-05	2017-02-07
66	27416945	2016	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_ISI_Model_3_JMA.txt	https://www.magicinvestigators.org	MAGIC	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes Mellitus	Insulin sensitivity index (combined influence of the genotype effect adjusted for BMI and the interaction effect between the genotype and BMI on ISI)	Insulin sensitivity index	EUR			16753	hg18	2422992	14	-0.1132	0.0333	-3.399399399			1.0649	1.075	1.1125	Discovery phase.	2017-02-05	2017-02-07
67	26192919	2015	ftp://ftp.sanger.ac.uk/pub/consortia/ibdgenetics/iibdgc-trans-ancestry-filtered-summary-stats.tgz	https://www.ibdgenetics.org	IBDgenetics	Gastrointestinal	Diseases of the Digestive System	Noninfective entertitis and Colitis	Inflammatory Bowel Disease	Inflammatory Bowel Disease	EUR	12882	21770	34652	hg19	11555662	63	0.2866	0.029	9.8828	0.1312	0.0133	1.1811	1.2792	1.0695	Crohn's disease and ulcerative colitis combied summary statistics. The number of risk loci reported in the original study is 38 (in total including Immunohip data). Population prevalence: 0.003 (PMID: 23395397).	2017-02-05	2019-11-08
68	26192919	2015	ftp://ftp.sanger.ac.uk/pub/consortia/ibdgenetics/iibdgc-trans-ancestry-filtered-summary-stats.tgz	https://www.ibdgenetics.org	IBDgenetics	Gastrointestinal	Diseases of the Digestive System	Noninfective entertitis and Colitis	Crohn's Disease	Crohn's Disease	EUR	5956	14927	20883	hg19	11002658	52	0.4362	0.0479	9.1065	0.2287	0.0251	1.1459	1.2261	1.0305	The number of risk loci reported in the original study is 38 (in total including Immunohip data). Population prevalence: 0.003 (PMID: 22001864).	2017-02-05	2019-11-08
69	26192919	2015	ftp://ftp.sanger.ac.uk/pub/consortia/ibdgenetics/iibdgc-trans-ancestry-filtered-summary-stats.tgz	https://www.ibdgenetics.org	IBDgenetics	Gastrointestinal	Diseases of the Digestive System	Noninfective entertitis and Colitis	Ulcerative Colitis	Ulcerative colitis	EUR	6968	20464	27432	hg19	11113952	37	0.243	0.0326	7.454	0.1518	0.0204	1.1333	1.1898	1.0526	The number of risk loci reported in the original study is 38 (in total including Immunohip data). Population prevalence: 0.005 (PMID: 22001864).	2017-02-05	2019-11-08
70	24097068	2013	http://csg.sph.umich.edu/abecasis/public/lipids2013/jointGwasMc_LDL.txt.gz	http://csg.sph.umich.edu/abecasis/public/lipids2013	GLGC	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	Low-density lipoprotein cholesterol	Low-density lipoprotein cholesterol	EUR			188577	hg19	2437751	71	0.1363	0.0108	12.62037037			1.0135	1.107	0.883	Joint analysis of metabochip and GWAS in EUR ancestory. The number of risk loci reported in the original study is 157 (in total of three phnotypes (LDL, HDL, TG and TC)).	2017-02-09	2017-02-21
71	24097068	2013	http://csg.sph.umich.edu/abecasis/public/lipids2013/jointGwasMc_HDL.txt.gz	http://csg.sph.umich.edu/abecasis/public/lipids2013	GLGC	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	High-density lipoprotein cholesterol	High-density lipoprotein cholesterol	EUR			188577	hg19	2447441	94	0.1598	0.0103	15.51456311			1.0195	1.1207	0.845	Joint analysis of metabochip and GWAS in EUR ancestory. The number of risk loci reported in the original study is 157 (in total of three phnotypes (LDL, HDL, TG and TC)).	2017-02-09	2017-02-21
72	24097068	2013	http://csg.sph.umich.edu/abecasis/public/lipids2013/jointGwasMc_TG.txt.gz	http://csg.sph.umich.edu/abecasis/public/lipids2013	GLGC	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	Triglycerides cholesterol	Triglycerides	EUR			188577	hg19	2439432	56	0.1456	0.0099	14.70707071			1.0016	1.0853	0.8431	Joint analysis of metabochip and GWAS in EUR ancestory. The number of risk loci reported in the original study is 157 (in total of three phnotypes (LDL, HDL, TG and TC)).	2017-02-09	2017-02-21
73	24097068	2013	http://csg.sph.umich.edu/abecasis/public/lipids2013/jointGwasMc_TC.txt.gz	http://csg.sph.umich.edu/abecasis/public/lipids2013	GLGC	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	Total cholesterol	Total cholesterol	EUR			188577	hg19	2446981	86	0.1508	0.0119	12.67226891			1.0135	1.1418	0.874	Joint analysis of metabochip and GWAS in EUR ancestory. The number of risk loci reported in the original study is 157 (in total of three phnotypes (LDL, HDL, TG and TC)).	2017-02-09	2017-02-21
74	23455636	2013	http://csg.sph.umich.edu//abecasis/public/amdgene2012/AMDGene2013_Advanced_v_Controls.txt.gz	http://csg.sph.umich.edu/abecasis/public/amdgene2012/	AMD Gene	Ophthalmological	The Eye, Ear and Related Structures	Structure of Eyeball	Age-related Macular Degeneration	Age-related Macular Degeneration	EUR+EAS+SAS	7650	51812	59462	rsID	2422159	12	0.0672	0.0098	6.8571	0.1683	0.0247	1.0016	1.0245	0.9463	Discovery phase.  The number of risk loci reported in the original study is 19. Population prevalence: 0.123 (PMID: 25104651, european any age).	2017-02-09	2019-11-08
75	23455636	2013	http://csg.sph.umich.edu//abecasis/public/amdgene2012/AMDGene2013_GeographicAtropy_v_Controls.txt.gz	http://csg.sph.umich.edu/abecasis/public/amdgene2012/	AMD Gene	Ophthalmological	The Eye, Ear and Related Structures	Structure of Eyeball	Geographic atrophy	Geographic atrophy	EUR+EAS+SAS	1926	46624	48550	rsID	2426118	5	0.0437	0.0111	3.9369	0.1619	0.0411	0.9957	1.0104	0.9685	Discovery phase.  Population prevalence: 0.011 (PMID: 25104651).	2017-02-09	2019-11-08
76	23455636	2013	http://csg.sph.umich.edu//abecasis/public/amdgene2012/AMDGene2013_Neovascular_v_Controls.txt.gz	http://csg.sph.umich.edu/abecasis/public/amdgene2012/	AMD Gene	Ophthalmological	The Eye, Ear and Related Structures	Structure of Eyeball	Neovascular disease	Neovascular disease	EUR+EAS+SAS	4487	50451	54938	rsID	2408560	11	0.0517	0.0103	5.0194	0.1172	0.0234	1.0016	1.0194	0.9638	Discovery phase.  Population prevalence: 0.023 (PMID: 16606879).	2017-02-09	2019-11-08
77	22479202	2012	http://www.mcgill.ca/genepi/adipogen-consortium	http://www.mcgill.ca/genepi/adipogen-consortium	ADIPOGen	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	Adiponectin level	Adiponectin	EUR			29347	rsID	2639952	13	0.1249	0.0221	5.65158371			1.0075	1.0268	0.9563	The number of risk loci reported in the original study is 10.	2016-11-22	2018-10-21
78	22504420	2012	http://www.gefos.org/sites/default/files/GEFOS2_FNBMD_MEN_GC.txt.gz	http://www.gefos.org/?q=content/data-release-2012	GEFOS	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Femoral Neck BMD (males)	Femoral Neck bone mineral density	EUR+EAS			32961	rsID	2439410	1	0.0967	0.0126	7.674603175			1.0016	1.006	0.9434	 Discovery phase. The number of risk loci reported in the original stud is 34 (zex-ppoled and combined FN-BMD and LS_BMD).	2016-11-26	2017-02-07
79	22504420	2012	http://www.gefos.org/sites/default/files/GEFOS2_FNBMD_WOMEN_GC.txt.gz	http://www.gefos.org/?q=content/data-release-2012	GEFOS	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Femoral Neck BMD (females)	Femoral Neck bone mineral density	EUR+EAS			32961	rsID	2503778	12	0.1676	0.0175	9.577142857			1.0075	1.0303	0.9225	Discovery phase.  The number of risk loci reported in the original stud is 34 (zex-ppoled and combined FN-BMD and LS_BMD).	2016-11-26	2017-02-07
80	22504420	2012	http://www.gefos.org/sites/default/files/GEFOS2_FNBMD_POOLED_GC.txt.gz	http://www.gefos.org/?q=content/data-release-2012	GEFOS	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Femoral Neck BMD	Femoral Neck bone mineral density	EUR+EAS			32961	rsID	2476481	22	0.2624	0.0195	13.45641026			1.0046	1.0543	0.8858	Discovery phase.  The number of risk loci reported in the original stud is 34 (zex-ppoled and combined FN-BMD and LS_BMD).	2016-11-26	2017-02-07
81	22504420	2012	http://www.gefos.org/sites/default/files/GEFOS2_LSBMD_MEN_GC.txt.gz	http://www.gefos.org/?q=content/data-release-2012	GEFOS	Skeletal	Structures Related to Movement	Structure of Trunk	Lumbar Spine BMD (males)	Lumbar Spine bone mineral density	EUR+EAS			31800	rsID	2466511	4	0.1023	0.0162	6.314814815			1.0016	1.0116	0.9478	Discovery phase.  The number of risk loci reported in the original stud is 34 (zex-ppoled and combined FN-BMD and LS_BMD).	2016-11-26	2017-02-07
82	22504420	2012	http://www.gefos.org/sites/default/files/GEFOS2_LSBMD_WOMEN_GC.txt.gz	http://www.gefos.org/?q=content/data-release-2012	GEFOS	Skeletal	Structures Related to Movement	Structure of Trunk	Lumbar Spine BMD (females)	Lumbar Spine bone mineral density	EUR+EAS			31800	rsID	2472860	21	0.206	0.0208	9.903846154			1.0016	1.0453	0.9182	Discovery phase.  The number of risk loci reported in the original stud is 34 (zex-ppoled and combined FN-BMD and LS_BMD).	2016-11-26	2017-02-07
83	22504420	2012	http://www.gefos.org/sites/default/files/GEFOS2_LSBMD_POOLED_GC.txt.gz	http://www.gefos.org/?q=content/data-release-2012	GEFOS	Skeletal	Structures Related to Movement	Structure of Trunk	Lumbar Spine BMD	Lumbar Spine bone mineral density	EUR+EAS			31800	rsID	2466861	23	0.244	0.0217	11.24423963			0.9986	1.052	0.9011	Discovery phase.  The number of risk loci reported in the original stud is 34 (zex-ppoled and combined FN-BMD and LS_BMD).	2016-11-26	2017-02-07
84	26367794	2015	http://www.gefos.org/sites/default/files/fa2stu.MAF0_.005.pos_.out_.gz	http://www.gefos.org/?q=content/data-release-2015	GEFOS	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Forearm BMD	Forearm bone mineral density	EUR			32965	hg19	9955365	3	0.0285	0.0135	2.111111111			1.0285	1.0295	1.0114	UK10K term: http://www.gefos.org/sites/default/files/GEFOS.seq_UK10K_BMD_GWAS_Terms_of_Use.pdf. Discovery phase.	2017-02-08	2017-02-21
85	26367794	2015	http://www.gefos.org/sites/default/files/fn2stu.MAF0_.005.pos_.out_.gz	http://www.gefos.org/?q=content/data-release-2015	GEFOS	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Femoral Neck BMD	Femoral Neck bone mineral density	EUR			32965	hg19	10586899	21	0.1857	0.0203	9.147783251			1.0588	1.0969	0.978	UK10K term: http://www.gefos.org/sites/default/files/GEFOS.seq_UK10K_BMD_GWAS_Terms_of_Use.pdf. Discovery phase.	2017-02-08	2017-02-21
86	26367794	2015	http://www.gefos.org/sites/default/files/ls2stu.MAF0_.005.pos_.out_.gz	http://www.gefos.org/?q=content/data-release-2015	GEFOS	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Lumbar Spine BMD	Lumbar Spine bone mineral density	EUR			32965	hg19	10582866	24	0.1757	0.0188	9.345744681			1.0618	1.0894	0.9787	UK10K term: http://www.gefos.org/sites/default/files/GEFOS.seq_UK10K_BMD_GWAS_Terms_of_Use.pdf. Discover phase.	2017-02-08	2017-02-21
87	20860503	2010	https://beaune.cng.fr/gabriel/gabriel_results.zip	https://www.cng.fr/gabriel/index.html	GABRIEL	Respiratory	Diseases of the Respiratory System	Asthma	Asthma	Asthma	EUR	10365	16110	26475	hg18	544917	12	0.085	0.0202	4.2079	0.0724	0.0172	0.9489	0.9676	0.9277	P-value of random effect model was used for analyses. The number of risk loci reported in the oritinal study is 6. Population prevalence: 0.043 (PMID: 24162900).	2016-11-21	2019-11-08
88	22885922	2012	http://diagram-consortium.org/downloads.html	http://diagram-consortium.org	DIAGRAM	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes Mellitus	Type 2 Diabetes	Type 2 Diabetes	EUR	12171	56862	69033	hg18	2473119	13	0.0904	0.0092	9.8261	0.1482	0.0151	1.0957	1.1275	1.0091	Stage 1 summary statistics. The number of risk loci reached genome-wide significant in stage 1 and 2 combiend analysis is 38. Population prevalence: 0.073 (WHO Global report of diabetes (apps.who.int/iris/bitstream/10665/24871/1/9789241565257_eng.pdf)).	2016-11-22	2019-11-08
89	22504419	2012	http://egg-consortium.org/downloads/EGG_HC_DISCOVERY.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Structure of Head and Neck Region	Infant head circumference	Infant head circumference	EUR			10678	hg18	2449550	0	0.2299	0.0444	5.177927928			1.0405	1.0396	0.9905	Discovery phase. The number of risk loci reported in the original study is 3.	2016-11-08	2017-02-07
90	26604143	2016	http://egg-consortium.org/downloads/EGG_BMI_HapMap_DISCOVERY.txt.gz	http://egg-consortium.org	EGG	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Weight Maintenance Functions	Body Mass Index - Child	Body Mass Index	EUR			35668	hg18	2499453	18	0.2407	0.022	10.94090909			1.1082	1.1366	0.9973	Discovery phase. The number of risk loci reported in the original study is 15.	2016-11-20	2017-02-07
91	22484627	2012	http://egg-consortium.org/downloads/EGG_Obesity_Meta_Analysis_1.txt.gz	http://egg-consortium.org	EGG	Metabolic	Endocrine, Nutritional and Metabolic Diseases	Obesity	Childhood obesity	Childhood obesity	EUR	5530	8318	13848	rsID	2441594	6	0.4074	0.0433	9.4088	0.4604	0.0489	1.0105	1.0318	0.9235	Discovery phase. The number of risk loci reported in the original study is 7 for discovery and additional 2 for combined analyses of the discovery and replication cohorts. Population prevalence: 0.11 (PMID: 16138930).	2016-11-21	2019-11-08
92	23202124	2013	http://egg-consortium.org/downloads/EGG_BW2_DISCOVERY.txt.gz	http://egg-consortium.org	EGG	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Weight Maintenance Functions	Birth weight	Birth weight	EUR			26836	rsID	2629870	4	0.1144	0.0183	6.25136612			1.0466	1.0619	1.0035	Discovery phase. The number of risk loci reported in the original study is 7 (combined discovery and replication).	2016-11-21	2017-02-07
93	25281659	2015	http://egg-consortium.org/downloads/EGG-GWAS-BL.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Birth length	Birth length	EUR			28459	rsID	2201009	2	0.1696	0.0231	7.341991342			1.0588	1.0671	0.9925	Stage 1 Summary statistics. The number of risk loci reported in the original study is 7.	2016-11-21	2017-02-07
94	27680694	2016	http://mccarthy.well.ox.ac.uk/publications/2016/EggBirthWeight_Nature/BW3_EUR_summary_stats.txt.gz	http://egg-consortium.org	EGG	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Weight Maintenance Functions	Birth weight	Birth weight	EUR			143677	hg19	16245523	55	0.1008	0.0064	15.75			1.2005	1.3075	1.042	The number of risk loci reported in the original study is 60 (from both European and trans-ancestry meta-analyses).	2017-07-05	2017-07-05
95	27680694	2016	http://mccarthy.well.ox.ac.uk/publications/2016/EggBirthWeight_Nature/BW3_Transethnic_summary_stats.txt.gz	http://egg-consortium.org	EGG	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Weight Maintenance Functions	Birth weight	Birth weight	EUR+AMR+EAS			153781	hg19	22434433	59	0.0961	0.0059	16.28813559			1.2005	1.3027	1.0336	 The number of risk loci reported in the original study is 60 (from both European and trans-ancestry meta-analyses).	2017-07-05	2017-07-05
96	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_10F.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Height SDS (female at age 10)	Height SDS	EUR			6974	hg18	2393405	0	0.57	0.0736	7.744565217			1.0315	1.0365	0.958	The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
97	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_12M.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Height SDS (male at age 12)	Height SDS	EUR			6986	hg18	2500114	1	0.3965	0.0827	4.794437727			1.0255	1.0313	0.9761	The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
98	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_10F_12M_combined.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Height SDS	Height SDS	EUR			13960	hg18	2479480	4	0.4291	0.047	9.129787234			1.0527	1.0728	0.9528	The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
99	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PGF.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Pubertal growth (female)	Pubertal growth	EUR			5756	hg18	2390616	1	0.3705	0.0931	3.979591837			1.0195	1.0267	0.9839	Height change from age 8 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
100	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PGM.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Pubertal growth (male)	Pubertal growth	EUR			5043	hg18	2391497	0	0.389	0.0988	3.937246964			1.0105	1.0205	0.9815	Height change from age 8 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
101	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PGF_PGM_combined.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Pubertal growth	Pubertal growth	EUR			10799	hg18	2384610	1	0.3335	0.0498	6.696787149			1.0375	1.0451	0.9723	Height change from age 8 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
102	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PTF.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Late pubertal growth (female)	Late pubertal growth	EUR			4946	hg18	2400702	0									Height change from age 14 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	2017-07-05	2017-07-05
